標題,評論內容,評論時間
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 嘉航逝世,36.236.233.219 08/02 13:15
[公告] lllll12b56 2-2 7天 張家航端火鍋,:,https://i.imgur.com/PWV76wT.jpg
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 樓下你分身?,39.9.65.199 08/02 13:18
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 搜尋整個板 近6天唯一的統神文就兩篇,39.9.65.199 08/02 13:19
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 阿摩線上測驗是怎樣啦 真的有人叫?,36.236.233.219 08/02 13:19
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 還剛好一起出現? 水桶中開分身?,39.9.65.199 08/02 13:19
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 欸欸肉羹飯你怎麼進去了,110.28.56.70 08/02 13:19
[公告] lllll12b56 2-2 7天 張家航端火鍋,: 什麼分身,1.164.24.217 08/02 13:21
[公告] kaminari22tw 暫行板規 35天,: 白藍粉-1,208.127.159.106 08/02 17:05
[公告] kaminari22tw 暫行板規 35天,: 政治迫害！！司法不公！！,118.163.23.169 08/02 17:06
[公告] kaminari22tw 暫行板規 35天,: 這個明明就著名的塔綠班反串ID,114.137.31.129 08/02 17:06
[公告] kaminari22tw 暫行板規 35天,: 太慘了吧 前鎮漁港的話題還需要他出來欸,36.237.211.99 08/02 17:06
[公告] kaminari22tw 暫行板規 35天,: 太用心了吧 這樣能加錢嗎??,1.200.114.35 08/02 17:06
[公告] kaminari22tw 暫行板規 35天,: 笑死 不同連結洗同張圖也太閒,49.216.173.236 08/02 17:07
[公告] kaminari22tw 暫行板規 35天,: 漁港後還有颱風高雄能不能放假的文章可以,36.237.211.99 08/02 17:07
[公告] kaminari22tw 暫行板規 35天,: 吵欸，這麼不小心，誰來為這些議題發聲,36.237.211.99 08/02 17:07
[公告] kaminari22tw 暫行板規 35天,: 柯糞關屎坑嘍,180.217.26.172 08/02 17:08
[公告] kaminari22tw 暫行板規 35天,: 太離譜了....,111.249.98.126 08/02 17:08
[公告] kaminari22tw 暫行板規 35天,: 蝌糞-1,223.137.82.111 08/02 17:09
[公告] kaminari22tw 暫行板規 35天,: 反漁港大將隕落,49.216.89.132 08/02 17:10
[公告] kaminari22tw 暫行板規 35天,: 阿彌陀佛,223.137.152.2 08/02 17:10
[公告] kaminari22tw 暫行板規 35天,: 柯憐哪,111.83.39.85 08/02 17:14
[公告] kaminari22tw 暫行板規 35天,: 柯粉-1,101.137.195.134 08/02 17:15
[公告] kaminari22tw 暫行板規 35天,: 怎麼又一個洗圖仔進去了...,49.216.203.212 08/02 17:17
[公告] kaminari22tw 暫行板規 35天,: 3k党員ㄧ1,42.77.4.119 08/02 17:18
[公告] kaminari22tw 暫行板規 35天,: 悲哀,114.34.143.1 08/02 17:19
[公告] kaminari22tw 暫行板規 35天,: 可悲啊可悲,220.136.38.44 08/02 17:23
[公告] kaminari22tw 暫行板規 35天,: 塔綠班wingman 又被擊墜^^,223.140.181.12 08/02 17:25
[公告] kaminari22tw 暫行板規 35天,: 推公正客觀的版主,114.136.175.26 08/02 17:26
[公告] kaminari22tw 暫行板規 35天,: 塔綠班板主迫害言論自由,59.124.165.188 08/02 17:26
[公告] kaminari22tw 暫行板規 35天,: 蚵憐,218.166.169.12 08/02 17:26
[公告] kaminari22tw 暫行板規 35天,: 他這麼有心用不同連結，這樣還桶他，還,59.124.165.188 08/02 17:27
[公告] kaminari22tw 暫行板規 35天,: 有王法嗎,59.124.165.188 08/02 17:27
[公告] kaminari22tw 暫行板規 35天,: 他應該是用app上傳圖的功能，重新貼一次,36.237.211.99 08/02 17:29
[公告] kaminari22tw 暫行板規 35天,: 就生新連結，貼太爽貼到忘了數,36.237.211.99 08/02 17:29
[公告] kaminari22tw 暫行板規 35天,: 柯粉-1 還有一大群咧,111.241.137.66 08/02 17:30
[公告] kaminari22tw 暫行板規 35天,: App功能吧 從手機上傳,101.12.93.163 08/02 17:30
[公告] kaminari22tw 暫行板規 35天,: 對耶 他還用新連結,39.10.74.250 08/02 17:33
[公告] kaminari22tw 暫行板規 35天,: 洗圖仔下去,36.228.2.98 08/02 17:33
[公告] kaminari22tw 暫行板規 35天,: 哈哈哈,27.53.154.95 08/02 17:43
[公告] kaminari22tw 暫行板規 35天,: 藍白戰力-1,1.163.48.235 08/02 17:44
[公告] kaminari22tw 暫行板規 35天,: 政治迫害 版主箝制言論自由,27.52.154.27 08/02 17:45
[公告] kaminari22tw 暫行板規 35天,: 加個論述就沒事吧,1.160.10.58 08/02 17:56
[公告] kaminari22tw 暫行板規 35天,: 暖,223.137.165.175 08/02 18:27
[公告] kaminari22tw 暫行板規 35天,: 洗圖仔-1,42.77.63.251 08/02 18:37
[公告] kaminari22tw 暫行板規 35天,: 用心洗圖  嘻嘻,123.205.228.182 08/02 18:46
[公告] kaminari22tw 暫行板規 35天,: 賤畜柯粉要去八卦版取暖了,101.0.239.18 08/02 18:48
[公告] kaminari22tw 暫行板規 35天,: 蚵糞-1,138.199.21.114 08/02 22:00
[公告] kaminari22tw 暫行板規 35天,: 又一個  笑死,115.165.194.86 08/03 08:30
[公告] 我懷念的是無話不說 H2 2-2,: ID有這麼短的?,211.78.38.134 08/02 21:35
[公告] 我懷念的是無話不說 H2 2-2,: 安達充神作啊,111.254.45.71 08/02 21:40
[公告] 我懷念的是無話不說 H2 2-2,: 都叫他補40個字了……,223.137.152.2 08/02 21:43
[公告] 我懷念的是無話不說 H2 2-2,: 聽說id短，xx也短...望向,27.53.224.86 08/02 21:47
[公告] 我懷念的是無話不說 H2 2-2,: 水平外曲球！,218.164.81.23 08/02 22:51
[公告] 我懷念的是無話不說 H2 2-2,: 安達充又哭泣了,122.11.133.192 08/02 23:58
[公告]期待著一個幸運 和一個衝擊 jason0330 2-2,: 3R板主會讓你放七天假,223.137.152.2 08/02 21:45
[公告]期待著一個幸運 和一個衝擊 jason0330 2-2,: 還不用颱風來,42.75.41.122 08/02 21:49
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 啥小 亂么吉,1.164.25.5 07/29 12:03
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 3R加碼三萬,203.204.194.135 07/29 12:08
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 提名3R因為會發錢錢,118.166.148.224 07/29 12:09
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 主委加碼，自己又被提名，算不算期約,223.137.152.2 07/29 12:10
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 賄選？,223.137.152.2 07/29 12:10
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 如果有人介紹kero的兩個分身，跟他開分,27.51.32.9 07/29 12:13
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 身罵同事N板主以及帶風向幫自己喊冤、,27.51.32.9 07/29 12:13
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 還有他在八卦板因為造謠kkc自刪文章被,27.51.32.9 07/29 12:13
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 水桶、我就加發1萬，本來我是想自己發ㄉ,27.51.32.9 07/29 12:13
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: ，但懶了,27.51.32.9 07/29 12:13
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 訊息量太大了吧,1.164.25.5 07/29 12:27
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 能自薦嗎,123.52.214.132 07/29 12:42
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 當然是GO吧跟桶泥，柯粉臭嘴的代表人物,58.114.248.4 07/29 23:32
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 原來發文有獎金,211.75.165.74 08/02 14:12
[公告] 舉辦活動嘍 §政黑名人錄§即日起開跑,: 112間套房,123.192.155.207 08/06 08:38
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 柯粉-1,118.166.148.224 07/29 12:35
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 中了水桶樂透  賀,123.205.228.182 07/29 12:36
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 綠共迫害 白圾恐怖 藍圾憂鬱,223.137.69.17 07/29 12:37
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 這最好去就醫看一下,111.254.52.156 07/29 12:37
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 就醫是要看職業傷害？,223.137.152.2 07/29 12:38
[公告] iwinlottery 210天 我不可能桶綠黑吧?,: 撕髮不公,219.71.113.43 07/29 12:40
[公告] zeuswell 暫行板規 35天,: 三小,118.171.154.226 07/29 12:52
[公告] zeuswell 暫行板規 35天,: 板主應該可以有三次豁免機會,118.171.154.226 07/29 12:52
[公告] zeuswell 暫行板規 35天,: 柯粉板主迫害綠粉,1.200.245.87 07/29 12:52
[公告] zeuswell 暫行板規 35天,: 哈哈,223.138.32.12 07/29 12:53
[公告] zeuswell 暫行板規 35天,: 感謝信心加持,223.138.32.12 07/29 12:53
[公告] zeuswell 暫行板規 35天,: 那這樣以後誰轉何典文,223.141.33.160 07/29 12:53
[公告] zeuswell 暫行板規 35天,: 真性情,223.138.32.12 07/29 12:54
[公告] zeuswell 暫行板規 35天,: 柯粉自捅 有公正感 這次給推,97.126.28.65 07/29 12:54
[公告] zeuswell 暫行板規 35天,: 自捅XD,36.233.161.184 07/29 12:54
[公告] zeuswell 暫行板規 35天,: 休息一下吧，最近太踴躍發文了,61.231.233.102 07/29 12:54
[公告] zeuswell 暫行板規 35天,: 要這樣要花我扣打轉發何典廢文喔,223.140.183.125 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 休息一下也好,220.137.164.149 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 原來版主天天用外挂,123.52.214.132 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 最近辛苦啦,220.137.164.149 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 板主功能害人啊 我也常推文過長就連推了,114.43.180.67 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 這是算不正常連續推文？,49.216.161.195 07/29 12:55
[公告] zeuswell 暫行板規 35天,: 何典 -1,36.236.161.137 07/29 12:56
[公告] zeuswell 暫行板規 35天,: 板主迫害板主,219.84.58.7 07/29 12:58
[公告] zeuswell 暫行板規 35天,: 嘴了RJ浸水桶 值得,1.164.25.5 07/29 12:59
[公告] zeuswell 暫行板規 35天,: 抓到了 綠色版主又被捅了,36.236.222.19 07/29 12:59
[公告] zeuswell 暫行板規 35天,: 唉唉,27.51.128.163 07/29 13:00
[公告] zeuswell 暫行板規 35天,: MeowPtt可以預覽推文,223.137.221.144 07/29 13:00
[公告] zeuswell 暫行板規 35天,: 了不起，負責,223.137.152.2 07/29 13:00
[公告] zeuswell 暫行板規 35天,: 嘎@@,42.77.130.74 07/29 13:01
[公告] zeuswell 暫行板規 35天,: 自我迫害 公休一個月:P,220.141.69.221 07/29 13:01
[公告] zeuswell 暫行板規 35天,: 版主們的楷模！,111.82.27.30 07/29 13:02
[公告] zeuswell 暫行板規 35天,: 幹  你根本故意的==,175.182.21.104 07/29 13:04
[公告] zeuswell 暫行板規 35天,: 大意ㄌ沒閃,36.239.237.245 07/29 13:05
[公告] zeuswell 暫行板規 35天,: 我瘋起來連我自己都桶?,123.194.95.19 07/29 13:05
[公告] zeuswell 暫行板規 35天,: 柯粉：言論自由 政治迫害 叭叭～～～,118.231.128.113 07/29 13:07
[公告] zeuswell 暫行板規 35天,: 柯粉自宮給尊重,111.71.104.121 07/29 13:08
[公告] zeuswell 暫行板規 35天,: 想放假就說w,1.200.161.209 07/29 13:12
[公告] zeuswell 暫行板規 35天,: 靠杯 超好笑,69.1.192.81 07/29 13:15
[公告] zeuswell 暫行板規 35天,: 了不起負責！,49.216.40.202 07/29 13:19
[公告] zeuswell 暫行板規 35天,: 從早上就開始鋪梗了   以為我都看不出來嗎,175.182.21.104 07/29 13:22
[公告] zeuswell 暫行板規 35天,:,61.228.206.243 07/29 13:24
[公告] zeuswell 暫行板規 35天,: XDDD你在幹嘛啦,49.216.164.97 07/29 13:25
[公告] zeuswell 暫行板規 35天,: 撕髮迫害..,219.71.113.43 07/29 13:26
[公告] zeuswell 暫行板規 35天,: 一分鐘內三次推 怎麼辦到的 狂登入登,111.253.236.85 07/29 13:27
[公告] zeuswell 暫行板規 35天,: 出？,111.253.236.85 07/29 13:27
[公告] zeuswell 暫行板規 35天,: 那是板主功能,36.226.168.149 07/29 13:28
[公告] zeuswell 暫行板規 35天,: 這個其實申訴上去搞不好免除，因為是,36.226.168.149 07/29 13:29
[公告] zeuswell 暫行板規 35天,: ptt系統給板主這個連推的「預設」,36.226.168.149 07/29 13:29
[公告] zeuswell 暫行板規 35天,: 不過他是自己檢舉自己，大概累了吧,36.226.168.149 07/29 13:29
[公告] zeuswell 暫行板規 35天,:  自肥放假？,111.251.170.157 07/29 13:30
[公告] zeuswell 暫行板規 35天,: 你在幹嘛啊 你先冷靜點 35天後見,180.217.76.181 07/29 13:30
[公告] zeuswell 暫行板規 35天,: 錢,116.59.227.228 07/29 13:31
[公告] zeuswell 暫行板規 35天,: 桶自己@@,1.173.48.89 07/29 13:34
[公告] zeuswell 暫行板規 35天,: 三小 為什麼迫害我們柯粉,123.195.20.65 07/29 13:35
[公告] zeuswell 暫行板規 35天,: 我看你是故意的想休息吧,1.163.96.149 07/29 13:36
[公告] zeuswell 暫行板規 35天,: 板主犯法與庶民同罪,114.136.183.2 07/29 13:42
[公告] zeuswell 暫行板規 35天,: 又自桶.... 哪有這樣的 根本是想休假吧= =,114.26.202.27 07/29 13:49
[公告] zeuswell 暫行板規 35天,: 真方便　笑死,36.224.19.152 07/29 13:50
[公告] zeuswell 暫行板規 35天,: 了不起，負責,125.231.245.194 07/29 13:53
[公告] zeuswell 暫行板規 35天,: 自己給自己放假喔,59.127.14.73 07/29 14:03
[公告] zeuswell 暫行板規 35天,: 版主迫害綠共啦，請版主.....,111.82.1.156 07/29 14:11
[公告] zeuswell 暫行板規 35天,: 可憐吶,153.121.53.41 07/29 14:14
[公告] zeuswell 暫行板規 35天,: 什麼奇葩板規，不能推噓可以箭頭,112.78.94.114 07/29 14:22
[公告] zeuswell 暫行板規 35天,: 你是不是在學蔡英文講錯話桶7XX天,59.127.31.201 07/29 14:35
[公告] zeuswell 暫行板規 35天,: 一出桶再講錯話 又桶不曉得幾天,59.127.31.201 07/29 14:36
[公告] zeuswell 暫行板規 35天,: 你該不會被旺達吸進西景鎮,111.252.128.127 07/29 15:00
[公告] zeuswell 暫行板規 35天,: 綠粉迫害還是柯粉迫害啊,180.217.29.181 07/29 15:22
[公告] zeuswell 暫行板規 35天,: 話多9會出毛病笑屎8好笑又i耍寶搶快出沖,61.30.135.215 07/29 15:55
[公告] zeuswell 暫行板規 35天,: 自肥,180.217.201.116 07/29 16:00
[公告] zeuswell 暫行板規 35天,: 看起來就是想休息,112.78.81.84 07/29 16:07
[公告] zeuswell 暫行板規 35天,: 以為被捅了就不用工作嗎？這裡可是台灣呢XD,111.241.124.47 07/29 17:12
[公告] zeuswell 暫行板規 35天,: 避風頭？,123.205.39.144 07/29 19:25
[公告] zeuswell 暫行板規 35天,: 這篇被送組務了,36.226.168.149 07/29 19:54
[公告] zeuswell 暫行板規 35天,: 太無聊了吧ww,150.116.65.4 07/30 16:16
[公告] andy199113 2-2 7天,: 郭粉88888,42.0.74.115 07/30 00:06
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 不要再洗我的文章那個圖就好 QQ,123.241.61.123 07/30 03:28
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 爆文被刪，ㄏㄏ,114.136.40.18 07/30 03:33
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: φ(._. )>先簽為敬,69.1.192.81 07/30 03:35
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 我本來還想提醒他，但想想還是算了,111.254.52.156 07/30 03:39
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 畢竟洗圖就是個浪費地球能源的行為,111.254.52.156 07/30 03:40
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 呃……,1.164.25.5 07/30 03:59
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 睡不著又看到笑話了哈哈哈,1.164.25.5 07/30 04:00
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 根本大屠殺，joe2文圖並茂，言之鑿鑿,42.79.244.209 07/30 04:30
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 會嗎，會被抓洗圖就表示他跳針而已,111.254.52.156 07/30 04:50
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 綠X -1,114.26.11.151 07/30 10:57
[公告] joe2 暫行板規 140天 好了 別再洗圖了,: 噗,1.34.159.161 07/30 11:42
[公告] miler22020 2-5L 21天,: 這兩個M的最近很勤勞,61.224.109.134 07/30 03:32
[公告] miler22020 2-5L 21天,: 政黑警總時代,223.137.146.151 07/30 03:32
[公告] miler22020 2-5L 21天,: 哥布林雙M令人印象深刻  發文很像,123.193.96.153 07/30 03:33
[公告] miler22020 2-5L 21天,: ㄏㄏ，連政黑都變警總，柯粉真的好大,114.136.40.18 07/30 03:34
[公告] miler22020 2-5L 21天,: 好怕,114.136.40.18 07/30 03:34
[公告] miler22020 2-5L 21天,: 白圾恐怖早上看不到輿情洨組被電了可惡,114.136.188.126 07/30 03:35
[公告] miler22020 2-5L 21天,: 才剛炎上就被刪了 真的好巧,223.137.146.151 07/30 03:35
[公告] miler22020 2-5L 21天,: 版主做得好,42.77.200.114 07/30 03:35
[公告] miler22020 2-5L 21天,: φ(._. )>先簽為敬,69.1.192.81 07/30 03:35
[公告] miler22020 2-5L 21天,: 我記得以前判例，用代稱是可以的吧,76.143.89.80 07/30 03:35
[公告] miler22020 2-5L 21天,: 畢竟白粉不喜歡嘛，ㄏㄏ,114.136.40.18 07/30 03:36
[公告] miler22020 2-5L 21天,: …,123.241.61.123 07/30 03:36
[公告] miler22020 2-5L 21天,: 不喜歡就消失,1.168.23.147 07/30 03:36
[公告] miler22020 2-5L 21天,: 大家一起抓網軍  綠民沒有意見吧?,123.193.96.153 07/30 03:37
[公告] miler22020 2-5L 21天,: 哥布林連翻滾玩耍的糞坑都被刪了 可,123.241.235.249 07/30 03:37
[公告] miler22020 2-5L 21天,: 憐吶,123.241.235.249 07/30 03:37
[公告] miler22020 2-5L 21天,: 還是你們要支持庇護網軍?,123.193.96.153 07/30 03:37
[公告] miler22020 2-5L 21天,: 哈哈,36.239.1.41 07/30 03:37
[公告] miler22020 2-5L 21天,: 不要為了那點錢  侵害台灣民主體制,123.193.96.153 07/30 03:38
[公告] miler22020 2-5L 21天,: 呼好險壓一下聲量,106.107.253.162 07/30 03:39
[公告] miler22020 2-5L 21天,: 版主權力真大,123.252.9.9 07/30 03:40
[公告] miler22020 2-5L 21天,: 三更半夜的 綠糞快點接力補發一篇,61.224.109.134 07/30 03:40
[公告] miler22020 2-5L 21天,: 洗文是可以，不過那篇算沒梗的,111.254.52.156 07/30 03:41
[公告] miler22020 2-5L 21天,:,#1aXPtPrC (HateP_Picket)
[公告] miler22020 2-5L 21天,: 知道了 別桶我… 你也是盡版主責任而,123.252.9.9 07/30 03:44
[公告] miler22020 2-5L 21天,: 已 前面那個權力大是口誤,123.252.9.9 07/30 03:44
[公告] miler22020 2-5L 21天,: 炎上 警總也是口誤 sorry,123.252.9.9 07/30 03:45
[公告] miler22020 2-5L 21天,: 可是你推文裡說的.....算了，不干我事,76.143.89.80 07/30 03:46
[公告] miler22020 2-5L 21天,: 謝謝您刪文，不然柯p又要掉票了...,219.68.9.175 07/30 03:46
[公告] miler22020 2-5L 21天,: 在這邊洗文對選票沒差啦，主戰場還是其他開,111.254.52.156 07/30 03:47
[公告] miler22020 2-5L 21天,: 放平台如YT FB,111.254.52.156 07/30 03:47
[公告] miler22020 2-5L 21天,: 不急 馬上霉體 政論會跟上,36.239.1.41 07/30 03:49
[公告] miler22020 2-5L 21天,: 現在因該是重新發正確的 但沒人弄,123.241.61.123 07/30 03:51
[公告] miler22020 2-5L 21天,: 4%貪污黨可愛狗青團的走狗畜牲們又崩潰了,36.224.248.61 07/30 03:56
[公告] miler22020 2-5L 21天,: 再次強調可愛狗青團請不要以崩潰墊高自己,36.224.248.61 07/30 03:57
[公告] miler22020 2-5L 21天,: 版主不是把自己也桶下去了 其他人怎麼,69.1.192.81 07/30 04:08
[公告] miler22020 2-5L 21天,: 你把人家業績刪了 太粗暴了,114.24.113.174 07/30 04:08
[公告] miler22020 2-5L 21天,: 都不會抱怨QQ~,69.1.192.81 07/30 04:09
[公告] miler22020 2-5L 21天,: 刪業績 壞壞,1.160.213.49 07/30 04:10
[公告] miler22020 2-5L 21天,: 柯粉永遠會把反對他們的人當網軍，笑,114.136.40.18 07/30 04:21
[公告] miler22020 2-5L 21天,: 死,114.136.40.18 07/30 04:21
[公告] miler22020 2-5L 21天,: 米辣22020 QQ我會想你的,49.215.34.78 07/30 04:35
[公告] miler22020 2-5L 21天,: 果然被刪了,36.226.87.227 07/30 04:55
[公告] miler22020 2-5L 21天,: 4%-1,1.160.12.118 07/30 05:30
[公告] miler22020 2-5L 21天,: 砍了也好 這個真的就在各說各話 說者無,73.227.63.7 07/30 05:45
[公告] miler22020 2-5L 21天,: 心 聽者有意 美麗的錯誤搞成這麼多口水,73.227.63.7 07/30 05:45
[公告] miler22020 2-5L 21天,: 不錯，少了105篇廢文,42.77.5.250 07/30 06:52
[公告] miler22020 2-5L 21天,: 白色恐怖再次出現,太可怕拉
[公告] miler22020 2-5L 21天,: 賴導：這個臨演不要了,42.77.56.196 07/30 07:28
[公告] miler22020 2-5L 21天,: QQ   反柯大將軍被禁桶了,124.155.169.22 07/30 07:40
[公告] miler22020 2-5L 21天,: 這個就踩空了，沒辦法,220.143.36.33 07/30 08:09
[公告] miler22020 2-5L 21天,: 網軍頭子進去蹲了 0.0,42.76.90.127 07/30 08:20
[公告] miler22020 2-5L 21天,: 反正他還有其他帳號，怕啥,1.34.108.163 07/30 08:30
[公告] miler22020 2-5L 21天,: 他是網軍喔 ip還是美國的,39.12.8.122 07/30 09:06
[公告] miler22020 2-5L 21天,: 他真的是網軍嗎？,39.12.8.122 07/30 09:37
[公告] miler22020 2-5L 21天,: 綠X -1,114.26.11.151 07/30 10:56
[公告] miler22020 2-5L 21天,: 哈哈 小天才 綠粉之光,1.200.248.80 07/30 11:57
[公告] miler22020 2-5L 21天,: 美國IP 然後剛好都會發現台北街道事物,114.47.18.99 07/30 12:03
[公告] miler22020 2-5L 21天,: 嘻嘻,114.47.18.99 07/30 12:03
[公告] miler22020 2-5L 21天,: 露餡不知道幾次了,114.47.18.99 07/30 12:04
[公告] miler22020 2-5L 21天,:,https://i.imgur.com/ogUFQg5.png
[公告] miler22020 2-5L 21天,: 他自己自稱的啊,42.76.93.146 07/30 16:19
[公告] linhu8883324 2-2 14天 我是水桶老師,: 綠X-1,1.200.248.80 07/30 13:12
[公告] linhu8883324 2-2 14天 我是水桶老師,: 搶簽~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,69.1.192.81 07/30 13:14
[公告] linhu8883324 2-2 14天 我是水桶老師,: 判決沒有天數,123.241.61.123 07/30 13:14
[公告] linhu8883324 2-2 14天 我是水桶老師,: = =提醒而已,123.241.61.123 07/30 13:18
[公告] linhu8883324 2-2 14天 我是水桶老師,: 版主被抹的火氣有點大 加油啦,36.239.1.41 07/30 13:35
[公告] linhu8883324 2-2 14天 我是水桶老師,: 綠X-1,42.76.75.173 07/30 13:50
[公告] 也許在你心裡 夢是自己的 ipipi304 2-2,: 3R真貼心 還提醒Z會抓,122.118.108.172 07/30 15:43
[公告] 也許在你心裡 夢是自己的 ipipi304 2-2,: 等他開本尊 嘻嘻,101.12.48.219 07/30 15:44
[公告] 也許在你心裡 夢是自己的 ipipi304 2-2,: 唱歌有料 晚點發,223.137.10.5 07/30 15:51
[公告] 也許在你心裡 夢是自己的 ipipi304 2-2,: 3R好帥,59.120.192.119 07/30 16:03
[公告] 水桶 wawaking1 3-2-b 35天,: 笑死，wingman都來看看這個案例，注意,123.52.213.233 07/31 11:45
[公告] 水桶 wawaking1 3-2-b 35天,: 一樓別駡人XD,123.52.213.233 07/31 11:45
[公告] 水桶 wawaking1 3-2-b 35天,: 吉娃娃王倒了,1.164.25.5 07/31 11:48
[公告] 水桶 wawaking1 3-2-b 35天,: 做得好,36.239.239.3 07/31 11:48
[公告] 水桶 wawaking1 3-2-b 35天,: 太衝動了 幫QQ,118.163.67.133 07/31 11:51
[公告] 水桶 wawaking1 3-2-b 35天,: 一路好走～,69.1.192.89 07/31 11:53
[公告] 水桶 wawaking1 3-2-b 35天,: 又擊落一隻wingman~,1.163.97.152 07/31 12:08
[公告] 水桶 wawaking1 3-2-b 35天,: 哇 wingman出來送頭,101.12.53.189 07/31 12:15
[公告] 水桶 wawaking1 3-2-b 35天,: 版主水桶就可以標註別人綠共? 雙標,82.174.71.100 07/31 12:20
[公告] 水桶 wawaking1 3-2-b 35天,: wingman傷停35天,114.136.60.150 07/31 12:29
[公告] 水桶 wawaking1 3-2-b 35天,: 35天沒笑話看了 可惜,61.56.166.164 07/31 12:39
[公告] 水桶 wawaking1 3-2-b 35天,: 這種除了嘴臭什麼屁都沒有的塔綠班超無,36.230.173.170 07/31 13:04
[公告] 水桶 wawaking1 3-2-b 35天,: 趣的掛掉一隻是一隻,36.230.173.170 07/31 13:04
[公告] 水桶 wawaking1 3-2-b 35天,: 可黏吶,1.200.248.80 07/31 13:40
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 還以為板主懶惰惹,1.164.25.5 07/31 14:04
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 就講了擷圖用[討論]，轉錄別亂用,36.226.168.149 07/31 14:04
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 板主發錢 樓下柯粉,223.138.26.52 07/31 14:04
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: $,1.164.25.5 07/31 14:05
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 下面不是有簡單翻譯嗎,73.32.128.181 07/31 14:05
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 勞母不甘心竟然去tag川普問他敢不敢...,73.32.128.181 07/31 14:05
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 看不懂板規又吵的 可以永桶嗎,1.164.25.5 07/31 14:06
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 我也吃過轉錄的虧，後來都改縮網址+截圖,223.137.108.89 07/31 14:06
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 請讀者自己看,223.137.108.89 07/31 14:06
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 轉錄感覺很容易中招,59.124.165.188 07/31 14:07
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 慟,1.200.248.80 07/31 14:07
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 轉錄現在就是陷阱，超容易踩到,36.226.168.149 07/31 14:11
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 不發文就不會被桶,223.138.26.52 07/31 14:11
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 要躲就是不要轉文字，全文擷圖就好。,36.226.168.149 07/31 14:11
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 轉文字也很妙，用討論標題，轉八成沒,36.226.168.149 07/31 14:12
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 事，全文轉就水桶。反而用了轉錄或新,36.226.168.149 07/31 14:12
